Experiment: 220630_melting_cgre_50acq-deg_urea6M  Selected Filter: SYBR Green I / HRM Dye (465-510)
Include	Color	Pos	Name	Tm1	Tm2	Status
True	255	A4	121	80.50		
True	255	B4	121	72.93		
True	255	C4	121	80.56		
True	255	D4	121	80.01		
True	255	E4	121	80.56		
True	255	A7	13	71.94		
True	255	B7	13	71.82		
True	255	C7	13	71.75		
True	255	D7	13	71.80		
True	255	E7	13	71.62		
True	255	H1	132	71.14		
True	255	H2	132	71.66		
True	255	H3	132	71.63		
True	255	H4	132	71.67		
True	255	H5	132	71.63		
True	255	F1	1338	64.31		
True	255	F2	1338	64.26		
True	255	F3	1338	64.26		
True	255	F4	1338	64.28		
True	255	F5	1338	64.34		
True	255	A10	1414	65.26		
True	255	B10	1414	65.11		
True	255	C10	1414	65.42		
True	255	D10	1414	64.81		
True	255	E10	1414	65.04		
True	255	A1	2880	73.49		
True	255	B1	2880	73.56		
True	255	C1	2880	73.59		
True	255	D1	2880	73.65		
True	255	E1	2880	73.57		
True	255	A2	3224	67.62		
True	255	B2	3224	67.63		
True	255	C2	3224	67.67		
True	255	D2	3224	67.67		
True	255	E2	3224	67.66		
True	255	G1	4111	71.75		
True	255	G2	4111	71.79		
True	255	G3	4111	71.78		
True	255	G4	4111	71.80		
True	255	G5	4111	71.81		
True	255	A8	567	59.68		
True	255	B8	567	59.51		
True	255	C8	567	59.10		
True	255	D8	567	59.33		
True	255	E8	567	59.65		
True	255	A9	575	69.33		
True	255	B9	575	69.20		
True	255	C9	575	69.28		
True	255	D9	575	69.34		
True	255	E9	575	69.30		
True	255	A12	626	52.60		
True	255	B12	626	53.54		
True	255	C12	626	53.56		
True	255	D12	626	53.71		
True	255	E12	626	54.79		
True	255	A3	83	63.86		
True	255	B3	83	63.87		
True	255	C3	83	63.89		
True	255	D3	83	63.97		
True	255	E3	83	63.91		
True	255	A5	900	66.84		
True	255	B5	900	67.16		
True	255	C5	900	67.09		
True	255	D5	900	67.18		
True	255	E5	900	66.99		
True	255	A6	911	60.96		
True	255	B6	911	61.61		
True	255	C6	911	61.27		
True	255	D6	911	61.82		
True	255	E6	911	61.81		
True	255	F6	9708	73.07		
True	255	F7	9708	72.59		
True	255	F8	9708	73.20		
True	255	F9	9708	73.18		
True	255	F10	9708	73.17		
True	255	A11	985	82.61		
True	255	B11	985	82.55		
True	16744448	C11	985			
True	255	D11	985	82.55		
True	255	E11	985	82.36		
True	16744448	F11	Sample 71			
True	16744448	F12	Sample 72			
True	16744448	G11	Sample 83			
True	16744448	G12	Sample 84			
True	16744448	H11	Sample 95			
True	16744448	H12	Sample 96			
True	16744448	H6	blank			
True	16744448	H7	blank			
True	16744448	H8	blank			
True	16744448	H9	blank			
True	16744448	H10	blank			
True	255	G6	wt	66.25		
True	255	G7	wt	66.30		
True	255	G8	wt	66.30		
True	255	G9	wt	66.33		
True	255	G10	wt	66.26		
