Experiment: 220630_melting_cgre_50acq-deg_urea7M  Selected Filter: SYBR Green I / HRM Dye (465-510)
Include	Color	Pos	Name	Tm1	Tm2	Status
True	255	A1	2880	71.16		
True	255	A2	3224	65.32		
True	255	A3	83	60.75		
True	255	A4	121	78.46		
True	255	A5	900	63.63		
True	255	A6	567	55.05		
True	255	A7	13	69.80		
True	255	A8	911	58.24		
True	255	A9	575	67.05		
True	255	A10	1414	61.47		
True	255	A11	985	80.18		
True	255	A12	626	47.76		
True	255	B1	2880	71.71		
True	255	B2	3224	65.27		
True	255	B3	83	60.86		
True	255	B4	121	78.58		
True	255	B5	900	63.80		
True	255	B6	567	55.02		
True	255	B7	13	70.01		
True	255	B8	911	58.50		
True	255	B9	575	67.05		
True	255	B10	1414	61.42		
True	255	B11	985	80.18		
True	255	B12	626	48.10		
True	255	C1	2880	71.10		
True	255	C2	3224	65.49		
True	255	C3	83	60.85		
True	255	C4	121	78.43		
True	255	C5	900	63.68		
True	255	C6	567	55.24		
True	255	C7	13	69.98		
True	255	C8	911	58.29		
True	255	C9	575	67.03		
True	255	C10	1414	61.53		
True	255	C11	985	80.30		
True	255	C12	626	48.02		
True	255	D1	2880	71.03		
True	255	D2	3224	65.42		
True	255	D3	83	60.91		
True	255	D4	121	70.96		
True	255	D5	900	63.65		
True	255	D6	567	46.81		
True	255	D7	13	69.90		
True	255	D8	911	58.30		
True	255	D9	575	67.10		
True	255	D10	1414	61.18		
True	255	D11	985	80.22		
True	255	D12	626	47.63		
True	255	E1	2880	71.79		
True	255	E2	3224	65.45		
True	255	E3	83	60.89		
True	255	E4	121	78.49		
True	255	E5	900	63.71		
True	255	E6	567	55.45		
True	255	E7	13	70.21		
True	255	E8	911	58.25		
True	255	E9	575	67.12		
True	255	E10	1414	61.42		
True	255	E11	985	80.11		
True	255	E12	626	47.37		
True	255	F1	1338	62.10		
True	255	F2	1338	62.21		
True	255	F3	1338	62.18		
True	255	F4	1338	62.20		
True	255	F5	1338	62.19		
True	255	F6	9708	70.99		
True	255	F7	9708	70.49		
True	255	F8	9708	71.09		
True	255	F9	9708	71.09		
True	255	F10	9708	71.04		
True	16744448	F11	Sample 71			
True	16744448	F12	Sample 72			
True	255	G1	4111	70.15		
True	255	G2	4111	70.15		
True	255	G3	4111	70.04		
True	255	G4	4111	70.13		
True	255	G5	4111	70.10		
True	255	G6	wt	64.28		
True	255	G7	wt	64.31		
True	255	G8	wt	64.31		
True	255	G9	wt	64.36		
True	255	G10	wt	64.26		
True	16744448	G11	Sample 83			
True	16744448	G12	Sample 84			
True	255	H1	132	69.36		
True	255	H2	132	69.37		
True	255	H3	132	69.38		
True	255	H4	132	69.43		
True	255	H5	132	69.42		
True	16744448	H6	blank			
True	16744448	H7	blank			
True	16744448	H8	blank			
True	16744448	H9	blank			
True	16744448	H10	blank			
True	16744448	H11	Sample 95			
True	16744448	H12	Sample 96			
